(59, 226, 68), 
(59, 227, 77), 
(59, 5, 55), 
(60, 309, 99), 
(60, 310, 73), 
(60, 311, 75), 
(60, 312, 43), 
(61, 5, 47), 
(61, 98, 99), 
(61, 99, 82), 
(61, 100, 92), 
(61, 101, 53), 
(61, 102, 61), 
(61, 178, 94), 
(61, 177, 69), 
(62, 273, 49), 
(62, 274, 81), 
(62, 275, 48), 
(62, 276, 40), 
(62, 10, 86), 
(64, 5, 66), 
(64, 52, 96), 
(64, 53, 91), 
(64, 54, 41), 
(64, 55, 62), 
(67, 315, 72), 
(67, 316, 63), 
(67, 177, 50), 
(67, 178, 68), 
(67, 5, 60), 
(69, 15, 95), 
(69, 16, 94), 
(69, 17, 83), 
(69, 18, 48), 
(71, 172, 53), 
(71, 173, 68), 
(71, 174, 62), 
(71, 175, 59), 
(71, 176, 78), 
(72, 33, 73), 
(74, 315, 59), 
(74, 316, 44), 
(74, 177, 77), 
(74, 178, 61), 
(74, 5, 58), 
(75, 228, 46), 
(75, 229, 78), 
(75, 230, 72), 
(75, 10, 79), 
(76, 6, 81), 
(76, 7, 92), 
(76, 8, 73), 
(76, 9, 56), 
(76, 10, 71), 
(77, 213, 99), 
(77, 214, 98), 
(77, 215, 95), 
(77, 10, 76), 
(78, 15, 65), 
(78, 16, 53), 
(78, 17, 54), 
(78, 18, 92), 
(79, 304, 79), 
(79, 10, 54), 
(79, 287, 64), 
(79, 289, 77), 
(79, 186, 51), 
(81, 10, 57), 
(81, 56, 90), 
(81, 57, 71), 
(81, 58, 95), 
(81, 59, 68), 
(82, 127, 96), 
(82, 128, 65), 
(82, 129, 79), 
(82, 130, 59), 
(82, 131, 79), 
(83, 213, 89), 
(83, 214, 83), 
(83, 215, 73), 
(83, 10, 64), 
(85, 60, 41), 
(85, 61, 78), 
(85, 62, 42), 
(85, 63, 83), 
(86, 326, 78), 
(86, 327, 88), 
(86, 328, 86), 
(86, 329, 54), 
(86, 330, 90), 
(86, 331, 50), 
(86, 332, 51), 
(87, 317, 95), 
(87, 318, 57), 
(87, 319, 88), 
(87, 320, 46), 
(87, 321, 95), 
(88, 309, 40), 
(88, 310, 69), 
(88, 311, 83), 
(88, 312, 57), 
(89, 132, 76), 
(89, 133, 58), 
(89, 134, 84), 
(89, 135, 61), 
(89, 136, 64), 
(90, 132, 75), 
(90, 133, 55), 
(90, 134, 52), 
(90, 135, 78), 
(90, 136, 55), 
(91, 5, 65), 
(91, 52, 41), 
(91, 53, 42), 
(91, 54, 43), 
(91, 55, 86), 
(92, 228, 83), 
(92, 229, 81), 
(92, 230, 51), 
(92, 10, 53), 
(93, 228, 84), 
(93, 229, 77), 
(93, 230, 94), 
(93, 10, 53), 
(94, 108, 61), 
(94, 109, 64), 
(94, 110, 45), 
(94, 111, 46), 
(95, 127, 50), 
(95, 128, 68), 
(95, 129, 84), 
(95, 130, 66), 
(95, 131, 91), 
(96, 5, 45), 
(96, 34, 63), 
(96, 35, 51), 
(96, 36, 51), 
(96, 37, 70), 
(96, 38, 52), 
(97, 5, 87), 
(97, 177, 76), 
(97, 178, 62), 
(97, 180, 73), 
(97, 140, 96), 
(97, 141, 69), 
(97, 139, 93), 
(97, 316, 49), 
(98, 117, 62), 
(98, 118, 70), 
(98, 119, 93), 
(98, 161, 71), 
(98, 120, 50), 
(98, 121, 96), 
(98, 5, 77), 
(99, 10, 68), 
(99, 162, 63), 
(99, 163, 90), 
(99, 164, 93), 
(99, 165, 42), 
(99, 166, 40), 
(100, 10, 95), 
(100, 197, 94), 
(100, 198, 99), 
(100, 199, 48), 
(100, 200, 54), 
(100, 201, 92), 
(101, 271, 49), 
(101, 160, 43), 
(101, 167, 90), 
(101, 5, 85), 
(101, 139, 75), 
(101, 140, 91), 
(101, 141, 40), 
(101, 177, 72), 
(101, 178, 93), 
(102, 192, 65), 
(102, 193, 81), 
(102, 194, 90), 
(102, 195, 48), 
(102, 196, 43), 
(104, 301, 64), 
(104, 302, 89), 
(104, 5, 50), 
(104, 177, 53), 
(104, 178, 88), 
(104, 180, 56), 
(104, 140, 42), 
(104, 141, 62), 
(104, 139, 60), 
(104, 316, 95), 
(105, 277, 79), 
(105, 278, 75), 
(105, 279, 61), 
(105, 280, 92), 
(106, 60, 81), 
(106, 61, 46), 
(106, 62, 53), 
(106, 63, 84), 
(107, 103, 44), 
(107, 104, 96), 
(107, 105, 82), 
(107, 106, 48), 
(107, 107, 46), 
(107, 10, 96), 
(108, 117, 43), 
(108, 118, 66), 
(108, 119, 42), 
(108, 161, 97), 
(108, 120, 60), 
(108, 121, 58), 
(108, 5, 75), 
(109, 5, 87), 
(109, 52, 60), 
(109, 53, 46), 
(109, 54, 49), 
(109, 55, 41), 
(110, 10, 54), 
(110, 39, 83), 
(110, 40, 41), 
(110, 41, 57), 
(110, 42, 53), 
(110, 43, 78), 
(111, 256, 98), 
(111, 257, 78), 
(111, 258, 60), 
(111, 5, 72), 
(111, 177, 81), 
(111, 179, 68), 
(112, 19, 90), 
(112, 5, 77), 
(112, 20, 75), 
(112, 21, 59), 
(112, 22, 75), 
(113, 305, 49), 
(113, 306, 87), 
(113, 307, 91), 
(113, 308, 89), 
(114, 5, 65), 
(114, 98, 60), 
(114, 99, 46), 
(114, 100, 53), 
(114, 101, 79), 
(114, 102, 75), 
(114, 178, 55), 
(114, 177, 58), 
(115, 132, 55), 
(115, 133, 79), 
(115, 134, 82), 
(115, 135, 82), 
(115, 136, 56), 
(116, 323, 56), 
(116, 324, 46), 
(116, 325, 53), 
(116, 322, 93), 
(117, 273, 79), 
(117, 274, 49), 
(117, 275, 47), 
(117, 276, 67), 
(117, 10, 94), 
(118, 326, 78), 
(118, 327, 93), 
(118, 328, 94), 
(118, 329, 95), 
(118, 330, 80), 
(118, 331, 44), 
(118, 332, 91), 
(119, 47, 74), 
(119, 48, 60), 
(119, 49, 87), 
(119, 50, 61), 
(119, 51, 46), 
(121, 253, 84), 
(121, 254, 45), 
(121, 255, 89), 
(122, 277, 97), 
(122, 278, 52), 
(122, 279, 86), 
(122, 280, 69), 
(124, 127, 78), 
(124, 128, 65), 
(124, 129, 86), 
(124, 130, 97), 
(124, 131, 62), 
(125, 15, 75), 
(125, 16, 57), 
(125, 17, 45), 
(125, 18, 81), 
(126, 142, 63), 
(126, 143, 90), 
(126, 144, 54), 
(126, 145, 76), 
(126, 10, 87), 
(128, 323, 89), 
(128, 324, 54), 
(128, 325, 86), 
(128, 322, 52), 
(129, 172, 94), 
(129, 173, 70), 
(129, 174, 50), 
(129, 175, 61), 
(129, 176, 96), 
(130, 127, 99), 
(130, 128, 45), 
(130, 129, 94), 
(130, 130, 44), 
(130, 131, 89), 
(131, 33, 59), 
(132, 117, 79), 
(132, 118, 78), 
(132, 119, 82), 
(132, 161, 74), 
(132, 120, 96), 
(132, 121, 49), 
(132, 5, 96), 
(133, 10, 65), 
(133, 162, 99), 
(133, 163, 57), 
(133, 164, 51), 
(133, 165, 78), 
(133, 166, 73), 
(134, 127, 82), 
(134, 128, 50), 
(134, 129, 86), 
(134, 130, 83), 
(134, 131, 66), 
(135, 326, 70), 
(135, 327, 90), 
(135, 328, 84), 
(135, 329, 87), 
(135, 330, 43), 
(135, 331, 50), 
(135, 332, 84), 
(136, 47, 78), 
(136, 48, 75), 
(136, 49, 87), 
(136, 50, 72), 
(136, 51, 53), 
(137, 117, 94), 
(137, 118, 56), 
(137, 119, 91), 
(137, 161, 53), 
(137, 120, 70), 
(137, 121, 91), 
(137, 5, 65), 
(138, 5, 53), 
(138, 177, 65), 
(138, 178, 84), 
(138, 180, 63), 
(138, 140, 76), 
(138, 141, 46), 
(138, 139, 74), 
(138, 316, 70), 
(141, 117, 97), 
(141, 118, 57), 
(141, 119, 52), 
(141, 161, 65), 
(141, 120, 69), 
(141, 121, 89), 
(141, 5, 60), 
(142, 83, 71), 
(142, 84, 83), 
(142, 85, 85), 
(142, 86, 43), 
(142, 87, 79), 
(144, 117, 82), 
(144, 118, 68), 
(144, 119, 76), 
(144, 161, 90), 
(144, 120, 89), 
(144, 121, 41), 
(144, 5, 78), 
(145, 10, 68), 
(145, 197, 43), 
(145, 198, 73), 
(145, 199, 79), 
(145, 200, 43), 
(145, 201, 58), 
(146, 88, 59), 
(146, 89, 42), 
(146, 90, 51), 
(146, 91, 88), 
(146, 92, 75), 
(147, 221, 87), 
(147, 222, 96), 
(147, 223, 77), 
(147, 224, 84), 
(147, 225, 63), 
(149, 11, 90), 
(149, 12, 70), 
(149, 13, 59), 
(149, 14, 80), 
(151, 323, 63), 
(151, 324, 59), 
(151, 325, 42), 
(151, 322, 77), 
(152, 253, 76), 
(152, 254, 90), 
(152, 255, 75), 
(154, 253, 64), 
(154, 254, 63), 
(154, 255, 97), 
(155, 146, 52), 
(155, 147, 91), 
(155, 148, 90), 
(155, 149, 54), 
(157, 47, 40), 
(157, 48, 88), 
(157, 49, 65), 
(157, 50, 79), 
(157, 51, 54), 
(162, 127, 87), 
(162, 128, 68), 
(162, 129, 46), 
(162, 130, 56), 
(162, 131, 65), 
(163, 216, 47), 
(163, 217, 55), 
(163, 218, 74), 
(163, 220, 94), 
(164, 10, 90), 
(164, 23, 64), 
(164, 24, 82), 
(164, 25, 98), 
(165, 286, 40), 
(165, 287, 84), 
(165, 288, 62), 
(165, 289, 90), 
(165, 10, 70), 
(167, 122, 51), 
(167, 123, 85), 
(167, 124, 43), 
(167, 125, 40), 
(167, 126, 75), 
(167, 10, 56), 
(169, 291, 42), 
(169, 292, 41), 
(169, 293, 65), 
(169, 294, 83), 
(169, 295, 69), 
(170, 5, 46), 
(170, 34, 69), 
(170, 35, 49), 
(170, 36, 53), 
(170, 37, 43), 
(170, 38, 80), 
(171, 132, 77), 
(171, 133, 86), 
(171, 134, 77), 
(171, 135, 76), 
(171, 136, 78), 
(172, 19, 93), 
(172, 5, 98), 
(172, 20, 75), 
(172, 21, 83), 
(172, 22, 88), 
(173, 5, 90), 
(173, 98, 90), 
(173, 99, 90), 
(173, 100, 72), 
(173, 101, 70), 
(173, 102, 51), 
(173, 178, 60), 
(173, 177, 65), 
(175, 15, 69), 
(175, 16, 47), 
(175, 17, 79), 
(175, 18, 59), 
(176, 333, 86), 
(177, 264, 52), 
(177, 265, 90), 
(177, 266, 76), 
(177, 267, 68), 
(178, 187, 44), 
(178, 188, 80), 
(178, 189, 75), 
(178, 190, 60), 
(178, 191, 65), 
(179, 333, 90), 
(181, 122, 88), 
(181, 123, 63), 
(181, 124, 91), 
(181, 125, 89), 
(181, 126, 94), 
(181, 10, 50), 
(182, 256, 64), 
(182, 257, 81), 
(182, 258, 69), 
(182, 5, 66), 
(182, 177, 92), 
(182, 179, 40), 
(183, 277, 97), 
(183, 278, 52), 
(183, 279, 41), 
(183, 280, 78), 
(184, 221, 48), 
(184, 222, 53), 
(184, 223, 57), 
(184, 224, 56), 
(184, 225, 93), 
(186, 240, 45), 
(186, 241, 79), 
(186, 242, 64), 
(186, 243, 46), 
(186, 244, 45), 
(186, 5, 78), 
(188, 187, 54), 
(188, 188, 48), 
(188, 189, 52), 
(188, 190, 70), 
(188, 191, 45), 
(189, 228, 99), 
(189, 229, 40), 
(189, 230, 42), 
(189, 10, 85), 
(190, 5, 87), 
(190, 98, 89), 
(190, 99, 79), 
(190, 100, 54), 
(190, 101, 49), 
(190, 102, 92), 
(190, 178, 87), 
(190, 177, 44), 
(191, 64, 97), 
(191, 65, 78), 
(191, 66, 81), 
(191, 67, 60), 
(191, 68, 40), 
(192, 192, 80), 
(192, 193, 48), 
(192, 194, 53), 
(192, 195, 97), 
(192, 196, 50), 
(194, 273, 62), 
(194, 274, 41), 
(194, 275, 88), 
(194, 276, 44), 
(194, 10, 59), 
(196, 117, 98), 
(196, 118, 80), 
(196, 119, 89), 
(196, 161, 49), 
(196, 120, 73), 
(196, 121, 84), 
(196, 5, 80), 
(197, 212, 88), 
(197, 5, 64), 
(197, 177, 63), 
(197, 178, 85), 
(197, 180, 55), 
(198, 309, 81), 
(198, 310, 95), 
(198, 311, 72), 
(198, 312, 78), 
(199, 277, 93), 
(199, 278, 61), 
(199, 279, 62), 
(199, 280, 86), 
(200, 202, 68), 
(200, 203, 54), 
(200, 204, 75), 
(200, 205, 89), 
(200, 206, 72), 
(201, 132, 72), 
(201, 133, 99), 
(201, 134, 85), 
(201, 135, 92), 
(201, 136, 79), 
(202, 236, 67), 
(202, 237, 67), 
(202, 238, 60), 
(203, 122, 58), 
(203, 123, 79), 
(203, 124, 49), 
(203, 125, 96), 
(203, 126, 69), 
(203, 10, 83), 
(204, 88, 80), 
(204, 89, 79), 
(204, 90, 67), 
(204, 91, 47), 
(204, 92, 59), 
(205, 216, 87), 
(205, 217, 72), 
(205, 218, 72), 
(205, 220, 45), 
(206, 10, 97), 
(206, 162, 65), 
(206, 163, 79), 
(206, 164, 74), 
(206, 165, 82), 
(206, 166, 41), 
(207, 281, 70), 
(207, 282, 91), 
(207, 283, 94), 
(207, 285, 55), 
(208, 236, 84), 
(208, 237, 42), 
(208, 238, 99), 
(209, 10, 59), 
(209, 56, 78), 
(209, 57, 89), 
(209, 58, 58), 
(209, 59, 63), 
(210, 271, 89), 
(210, 160, 99), 
(210, 167, 67), 
(210, 5, 63), 
(210, 139, 72), 
(210, 140, 86), 
(210, 141, 66), 
(210, 177, 74), 
(210, 178, 51), 
(211, 167, 91), 
(211, 168, 47), 
(211, 169, 95), 
(211, 170, 88), 
(211, 171, 60), 
(212, 112, 89), 
(212, 113, 75), 
(212, 114, 85), 
(212, 116, 78), 
(213, 240, 68), 
(213, 241, 51), 
(213, 242, 62), 
(213, 243, 52), 
(213, 244, 41), 
(213, 5, 71), 
(214, 132, 69), 
(214, 133, 53), 
(214, 134, 83), 
(214, 135, 84), 
(214, 136, 50), 
(215, 6, 96), 
(215, 7, 66), 
(215, 8, 96), 
(215, 9, 73), 
(215, 10, 65), 
(216, 150, 96), 
(216, 151, 65), 
(216, 152, 40), 
(216, 153, 54), 
(216, 154, 70), 
(217, 19, 54), 
(217, 5, 46), 
(217, 20, 91), 
(217, 21, 98), 
(217, 22, 42), 
(218, 213, 44), 
(218, 214, 97), 
(218, 215, 96), 
(218, 10, 51), 
(219, 264, 52), 
(219, 265, 83), 
(219, 266, 61), 
(219, 267, 75), 
(221, 74, 62), 
(221, 75, 98), 
(221, 76, 55), 
(221, 77, 91), 
(221, 10, 50), 
(222, 26, 76), 
(222, 27, 64), 
(222, 28, 70), 
(224, 60, 47), 
(224, 61, 58), 
(224, 62, 72), 
(224, 63, 45), 
(225, 304, 78), 
(225, 10, 42), 
(225, 287, 65), 
(225, 289, 47), 
(225, 186, 48), 
(226, 64, 41), 
(226, 65, 82), 
(226, 66, 54), 
(226, 67, 68), 
(226, 68, 89), 
(227, 29, 66), 
(227, 30, 86), 
(227, 31, 76), 
(227, 32, 98), 
(228, 167, 88), 
(228, 168, 57), 
(228, 169, 89), 
(228, 170, 81), 
(228, 171, 95), 
(230, 117, 60), 
(230, 118, 91), 
(230, 119, 98), 
(230, 161, 94), 
(230, 120, 75), 
(230, 121, 80), 
(230, 5, 45), 
(231, 10, 57), 
(231, 23, 43), 
(231, 24, 54), 
(231, 25, 77), 
(232, 192, 63), 
(232, 193, 70), 
(232, 194, 98), 
(232, 195, 62), 
(232, 196, 67), 
(233, 64, 78), 
(233, 65, 86), 
(233, 66, 88), 
(233, 67, 90), 
(233, 68, 53), 
(234, 122, 62), 
(234, 123, 62), 
(234, 124, 69), 
(234, 125, 98), 
(234, 126, 95), 
(234, 10, 47), 
(235, 93, 51), 
(235, 94, 86), 
(235, 95, 65), 
(235, 96, 57), 
(235, 97, 79), 
(236, 11, 82), 
(236, 12, 55), 
(236, 13, 65), 
(236, 14, 57), 
(237, 296, 59), 
(237, 297, 90), 
(237, 298, 84), 
(237, 299, 64), 
(237, 300, 59), 
(238, 29, 87), 
(238, 30, 67), 
(238, 31, 81), 
(238, 32, 79), 
(241, 256, 72), 
(241, 257, 68), 
(241, 258, 54), 
(241, 5, 87), 
(241, 177, 56), 
(241, 179, 42), 
(244, 122, 68), 
(244, 123, 41), 
(244, 124, 84), 
(244, 125, 88), 
(244, 126, 41), 
(244, 10, 63), 
(245, 64, 52), 
(245, 65, 57), 
(245, 66, 79), 
(245, 67, 98), 
(245, 68, 79), 
(246, 315, 95), 
(246, 316, 43), 
(246, 177, 55), 
(246, 178, 80), 
(246, 5, 88), 
(248, 271, 96), 
(248, 5, 48), 
(248, 179, 86), 
(248, 180, 46), 
(248, 178, 65), 
(248, 139, 73), 
(248, 138, 41), 
(248, 161, 83), 
(248, 272, 85), 
(249, 240, 90), 
(249, 241, 97), 
(249, 242, 79), 
(249, 243, 83), 
(249, 244, 52), 
(249, 5, 63), 
(250, 60, 41), 
(250, 61, 76), 
(250, 62, 79), 
(250, 63, 72), 
(252, 132, 66), 
(252, 133, 80), 
(252, 134, 53), 
(252, 135, 61), 
(252, 136, 69), 
(253, 323, 46), 
(253, 324, 51), 
(253, 325, 88), 
(253, 322, 74), 
(254, 33, 49), 
(255, 78, 46), 
(255, 79, 67), 
(255, 80, 75), 
(255, 81, 78), 
(255, 82, 41), 
(256, 291, 50), 
(256, 292, 96), 
(256, 293, 87), 
(256, 294, 90), 
(256, 295, 64), 
(257, 1, 59), 
(257, 2, 71), 
(257, 3, 47), 
(257, 4, 86), 
(257, 5, 96), 
(258, 245, 73), 
(258, 246, 82), 
(258, 247, 61), 
(258, 248, 84), 
(258, 10, 86), 
(259, 11, 71), 
(259, 12, 82), 
(259, 13, 80), 
(259, 14, 61), 
(260, 33, 93), 
(261, 317, 46), 
(261, 318, 42), 
(261, 319, 51), 
(261, 320, 40), 
(261, 321, 98), 
(262, 167, 42), 
(262, 168, 51), 
(262, 169, 65), 
(262, 170, 69), 
(262, 171, 64), 
(263, 167, 77), 
(263, 168, 64), 
(263, 169, 55), 
(263, 170, 73), 
(263, 171, 77), 
(264, 264, 57), 
(264, 265, 73), 
(264, 266, 62), 
(264, 267, 51), 
(265, 150, 41), 
(265, 151, 52), 
(265, 152, 57), 
(265, 153, 70), 
(265, 154, 62), 
(266, 286, 75), 
(266, 287, 84), 
(266, 288, 60), 
(266, 289, 45), 
(266, 10, 55), 
(267, 249, 71), 
(267, 250, 58), 
(267, 251, 82), 
(267, 252, 60), 
(268, 117, 48), 
(268, 118, 99), 
(268, 119, 75), 
(268, 161, 78), 
(268, 120, 70), 
(268, 121, 64), 
(268, 5, 63), 
(269, 226, 68), 
(269, 227, 90), 
(269, 5, 42), 
(271, 11, 48), 
(271, 12, 53), 
(271, 13, 82), 
(271, 14, 80), 
(272, 291, 69), 
(272, 292, 68), 
(272, 293, 71), 
(272, 294, 54), 
(272, 295, 48), 
(273, 333, 43), 
(274, 264, 49), 
(274, 265, 85), 
(274, 266, 65), 
(274, 267, 84), 
(275, 5, 54), 
(275, 52, 64), 
(275, 53, 91), 
(275, 54, 90), 
(275, 55, 86), 
(276, 117, 93), 
(276, 118, 97), 
(276, 119, 65), 
(276, 161, 88), 
(276, 120, 65), 
(276, 121, 91), 
(276, 5, 54), 
(279, 281, 43), 
(279, 282, 68), 
(279, 283, 59), 
(279, 285, 96), 
(280, 93, 89), 
(280, 94, 86), 
(280, 95, 92), 
(280, 96, 98), 
(280, 97, 89), 
(281, 271, 96), 
(281, 160, 92), 
(281, 167, 51), 
(281, 5, 60), 
(281, 139, 83), 
(281, 140, 50), 
(281, 141, 67), 
(281, 177, 66), 
(281, 178, 47), 
(283, 5, 83), 
(283, 177, 74), 
(283, 178, 76), 
(283, 180, 77), 
(283, 140, 64), 
(283, 141, 40), 
(283, 139, 87), 
(283, 316, 94), 
(284, 333, 70), 
(285, 127, 57), 
(285, 128, 56), 
(285, 129, 77), 
(285, 130, 49), 
(285, 131, 56), 
(286, 132, 81), 
(286, 133, 98), 
(286, 134, 48), 
(286, 135, 99), 
(286, 136, 91), 
(287, 44, 97), 
(287, 45, 51), 
(287, 46, 97), 
(288, 10, 85), 
(288, 162, 72), 
(288, 163, 68), 
(288, 164, 53), 
(288, 165, 87), 
(288, 166, 89), 
(289, 333, 95), 
(290, 296, 58), 
(290, 297, 60), 
(290, 298, 80), 
(290, 299, 94), 
(290, 300, 40), 
(291, 207, 66), 
(291, 208, 52), 
(291, 209, 85), 
(291, 210, 53), 
(291, 211, 72), 
(292, 15, 48), 
(292, 16, 93), 
(292, 17, 86), 
(292, 18, 97), 
(293, 117, 74), 
(293, 118, 50), 
(293, 119, 85), 
(293, 161, 89), 
(293, 120, 83), 
(293, 121, 93), 
(293, 5, 69), 
(295, 117, 79), 
(295, 118, 88), 
(295, 119, 45), 
(295, 161, 41), 
(295, 120, 59), 
(295, 121, 97), 
(295, 5, 95), 
(296, 296, 92), 
(296, 297, 71), 
(296, 298, 92), 
(296, 299, 49), 
(296, 300, 41), 
(299, 249, 61), 
(299, 250, 80), 
(299, 251, 47), 
(299, 252, 74), 
(301, 286, 44), 
(301, 287, 53), 
(301, 288, 85), 
(301, 289, 69), 
(301, 10, 42), 
(302, 60, 85), 
(302, 61, 48), 
(302, 62, 57), 
(302, 63, 53), 
(303, 245, 65), 
(303, 246, 87), 
(303, 247, 97), 
(303, 248, 57), 
(303, 10, 53), 
(304, 117, 89), 
(304, 118, 65), 
(304, 119, 82), 
(304, 161, 71), 
(304, 120, 99), 
(304, 121, 55), 
(304, 5, 59), 
(305, 212, 97), 
(305, 5, 95), 
(305, 177, 83), 
(305, 178, 96), 
(305, 180, 50), 
(306, 259, 73), 
(306, 260, 56), 
(306, 261, 72), 
(306, 262, 60), 
(306, 263, 54), 
(306, 10, 42), 
(307, 1, 52), 
(307, 2, 86), 
(307, 3, 71), 
(307, 4, 41), 
(307, 5, 70), 
(308, 236, 99), 
(308, 237, 41), 
(308, 238, 76), 
(310, 305, 96), 
(310, 306, 81), 
(310, 307, 99), 
(310, 308, 69), 
(312, 315, 88), 
(312, 316, 82), 
(312, 177, 57), 
(312, 178, 93), 
(312, 5, 62), 
(314, 33, 58), 
(316, 127, 69), 
(316, 128, 53), 
(316, 129, 90), 
(316, 130, 45), 
(316, 131, 89), 
(317, 5, 99), 
(317, 177, 62), 
(317, 178, 51), 
(317, 180, 66), 
(317, 140, 83), 
(317, 141, 88), 
(317, 139, 77), 
(317, 316, 95), 
